Woonplaats;Woonplaats code;Ingangsdatum WPL;Einddatum WPL;Gemeente;Gemeente code;Ingangsdatum nieuwe gemeente;Gemeente beeindigd per
Toornwerd;3454;;;Loppersum;0024;;
Tricht;3220;01-06-2010;14-12-2011;Geldermalsen;0236;;
Tricht;3531;24-11-2011;;Geldermalsen;0236;;
Triemen;3314;;;Kollumerland en Nieuwkruisland;0079;;
Tripscompagnie;2276;;;Menterwolde;1987;;
Tubbergen;1294;;;Tubbergen;0183;;
Tuil;3366;;;Neerijnen;0304;;
Tuitjenhorn;3292;;;Harenkarspel;0395;;
Tuk;2715;;;Steenwijkerland;1708;;
Tull en 't Waal;2055;;;Houten;0321;;
Twello;2611;;;Voorst;0285;;
Twijzel;3183;;;Achtkarspelen;0059;;
Twijzelerheide;3184;;;Achtkarspelen;0059;;
Twisk;3157;;;Medemblik;0420;;
Tynaarlo;2919;;;Tynaarlo;1730;;
Tytsjerk;2447;;;Tytsjerksteradiel;0737;;
Tzum;1362;;;Franekeradeel;0070;;
Tzummarum;1377;;;Franekeradeel;0070;;
Ubbena;2395;;;Assen;0106;;
Ubbergen;2879;;;Ubbergen;0282;;
Uddel;2255;;;Apeldoorn;0200;;
Uden;1847;;;Uden;0856;;
Udenhout;1045;;;Tilburg;0855;;
Uffelte;3121;;;Westerveld;1701;;
Ugchelen;2256;;;Apeldoorn;0200;;
Uitdam;1947;;;Waterland;0852;;
Uitgeest;2755;;;Uitgeest;0450;;
Uithoorn;2062;;;Uithoorn;0451;;
Uithuizen;3483;;;Eemsmond;1651;;
Uithuizermeeden;3484;;;Eemsmond;1651;;
Uitwellingerga;2423;;;Wymbritseradiel;0683;;01-01-2011
Uitwellingerga;2423;;;Súdwest Fryslân;1900;01-01-2011;
Uitwijk;3304;;;Woudrichem;0874;;
Ulestraten;1465;;;Meerssen;0938;;
Ulft;1580;;;Oude IJsselstreek;1509;;
Ulicoten;2884;;;Baarle-Nassau;0744;;
Ulrum;3425;;;De Marne;1663;;
Ulvenhout;1704;;;Breda;0758;;
Ulvenhout AC;3436;;;Alphen-Chaam;1723;;
Ureterp;3357;;;Opsterland;0086;;
Urk;2143;;;Urk;0184;;
Urmond;1915;;;Stein;0971;;
Ursem;1191;;;Koggenland;1598;;
Ursem gem. S;1891;;;Schermer;0458;;
Usquert;3485;;;Eemsmond;1651;;
Utrecht;3295;;;Utrecht;0344;;
Vaals;1429;;;Vaals;0981;;
Vaassen;1345;;;Epe;0232;;
Valburg;1872;;;Overbetuwe;1734;;
Valkenburg;1709;;;Katwijk;0537;;
Valkenburg;1718;;;Valkenburg aan de Geul;0994;;
Valkenswaard;1100;;;Valkenswaard;0858;;
Valthe;1800;;;Borger-Odoorn;1681;;
Valthermond;1801;;;Borger-Odoorn;1681;;
Varik;3367;;;Neerijnen;0304;;
Varsselder;1582;;;Oude IJsselstreek;1509;;
Varsseveld;1574;;;Oude IJsselstreek;1509;;
Vasse;1295;;;Tubbergen;0183;;
Veelerveen;2234;;;Bellingwedde;0007;;
Veen;1956;;;Aalburg;0738;;
Veendam;1240;;;Veendam;0047;;
Veenendaal;2048;;;Veenendaal;0345;;
Veenhuizen;1651;;;Noordenveld;1699;;
Veeningen;3171;;;De Wolden;1690;;
Veenklooster;3315;;;Kollumerland en Nieuwkruisland;0079;;
Veenoord;1999;;;Emmen;0114;;
Veere;2783;;;Veere;0717;;
Veessen;2866;;;Heerde;0246;;
Vegelinsoord;2513;;;Skarsterlân;0051;;
Veghel;2827;;;Veghel;0860;;
Velddriel;1631;;;Maasdriel;0263;;
Velden;3142;;;Venlo;0983;;
Veldhoven;1384;;;Veldhoven;0861;;
Velp;1500;;;Rheden;0275;;
Velp;3198;;;Grave;0786;;
Velsen-Noord;2833;;30-01-2012;Velsen;0453;;
Velsen-Noord;3538;16-01-2012;;Velsen;0453;;
Velsen-Zuid;2834;;31-01-2012;Velsen;0453;;
Velsen-Zuid;3536;16-01-2012;;Velsen;0453;;
Velserbroek;2839;;;Velsen;0453;;
Venebrugge;1565;;;Hardenberg;0160;;
Venhorst;3139;;;Boekel;0755;;
Venhuizen;1512;;;Drechterland;0498;;
Venlo;1473;;;Venlo;0983;;
Venray;2335;;;Venray;0984;;
Ven-Zelderheide;2481;;;Gennep;0907;;
Vessem;2996;;;Eersel;0770;;
Vethuizen;2211;;;Montferland;1955;;
Veulen;2336;;;Venray;0984;;
Vianen;2843;;;Vianen;0620;;
Vianen NB;1455;;;Cuijk;1684;;
Vierakker;1532;;;Bronckhorst;1876;;
Vierhouten;2985;;;Nunspeet;0302;;
Vierhuizen;3426;;;De Marne;1663;;
Vierlingsbeek;1223;;;Boxmeer;0756;;
Vierpolders;2369;;;Brielle;0501;;
Vijfhuizen;1613;;;Haarlemmermeer;0394;;
Vijlen;1431;;;Vaals;0981;;
Vilsteren;2554;;;Ommen;0175;;
Vinkega;1743;;;Weststellingwerf;0098;;
Vinkel;2749;;;Maasdonk;1671;;
Vinkel;3063;;;Bernheze;1721;;
Vinkenbuurt;2555;;;Ommen;0175;;
Vinkeveen;1930;;07-02-2012;De Ronde Venen;0736;;
Vinkeveen;3550;07-02-2012;;De Ronde Venen;0736;;
Visvliet;2127;;;Zuidhorn;0056;;
Vlaardingen;1015;;;Vlaardingen;0622;;
Vlagtwedde;2298;;;Vlagtwedde;0048;;
Vledder;3122;;;Westerveld;1701;;
Vledderveen;3078;;;Stadskanaal;0037;;
Vledderveen;3123;;;Westerveld;1701;;
Vleuten;3296;;;Utrecht;0344;;
Vlieland;3299;;;Vlieland;0096;;
Vlierden;1775;;;Deurne;0762;;
Vlijmen;3503;;;Heusden;0797;;
Vlissingen;1078;;;Vlissingen;0718;;
Vlist;2389;;;Vlist;0623;;
Vlodrop;2595;;;Roerdalen;1669;;
Voerendaal;1855;;;Voerendaal;0986;;
Vogelenzang;2651;;;Bloemendaal;0377;;
Vogelwaarde;3095;;;Hulst;0677;;
Volendam;1748;;;Edam-Volendam;0385;;
Volkel;1848;;;Uden;0856;;
Vollenhove;2716;;;Steenwijkerland;1708;;
Vondelingenplaat Rotterdam;3087;;;Rotterdam;0599;;
Voorburg;1622;;;Leidschendam-Voorburg;1916;;
Voorhout;2004;;;Teylingen;1525;;
Voorschoten;3231;;;Voorschoten;0626;;
Voorst;1586;;;Oude IJsselstreek;1509;;
Voorst;2612;;;Voorst;0285;;
Voorthuizen;1055;;;Barneveld;0203;;
Vorchten;2867;;;Heerde;0246;;
Vorden;1534;;;Bronckhorst;1876;;
Vorstenbosch;3064;;;Bernheze;1721;;
Vortum-Mullem;1224;;;Boxmeer;0756;;
Vragender;2226;;;Oost Gelre;1586;;
Vredenheim;1181;;;Aa en Hunze;1680;;
Vredepeel;2337;;;Venray;0984;;
Vreeland;2223;;;Loenen;0329;;01-01-2011
Vreeland;2223;;04-01-2012;Stichtse Vecht;1904;01-01-2011;
Vreeland;3525;04-01-2012;;Stichtse Vecht;1904;;
Vries;2912;;;Tynaarlo;1730;;
Vriescheloo;2235;;;Bellingwedde;0007;;
Vriezenveen;3325;;;Twenterand;1700;;
Vroomshoop;3326;;;Twenterand;1700;;
Vrouwenakker;2672;;;Nieuwkoop;0569;;
Vrouwenparochie;3334;;;het Bildt;0063;;
Vrouwenpolder;2784;;;Veere;0717;;
Vught;1619;;;Vught;0865;;
Vuren;2357;;;Lingewaal;0733;;
Waaksens;2031;;;Littenseradiel;0140;;
Waal;1809;;;Liesveld;0694;;
Waalre;1006;;;Waalre;0866;;
Waalwijk;2597;;;Waalwijk;0867;;
Waarde;3466;;;Reimerswaal;0703;;
Waardenburg;3368;;;Neerijnen;0304;;
Waarder;2478;;;Reeuwijk;0595;;01-01-2011
Waarder;2478;;;Bodegraven-Reeuwijk;1901;01-01-2011;
Waardhuizen;3305;;;Woudrichem;0874;;
Waarland;3293;;;Harenkarspel;0395;;
Waaxens;3412;;;Dongeradeel;0058;;
Wachtum;2165;;;Coevorden;0109;;
Waddinxveen;3051;;;Waddinxveen;0627;;
Wadenoijen;2559;;;Tiel;0281;;
Wagenberg;2579;;;Drimmelen;1719;;
Wagenborgen;3244;;;Delfzijl;0010;;
Wageningen;2006;;;Wageningen;0289;;
Walem;1719;;;Valkenburg aan de Geul;0994;;
Walsoorden;3101;;;Hulst;0677;;
Wâlterswâld;3269;;;Dantumadiel;1891;;
Wamel;1773;;;West Maas en Waal;0668;;
Wanneperveen;2717;;;Steenwijkerland;1708;;
Wanroij;2085;;;Sint Anthonis;1702;;
Wanssum;1861;;;Venray;0984;;
Wânswert;3210;;;Ferwerderadiel;1722;;
Wapenveld;2868;;;Heerde;0246;;
Wapse;3124;;;Westerveld;1701;;
Wapserveen;3125;;;Westerveld;1701;;
Warder;1843;;;Zeevang;0478;;
Warffum;3486;;;Eemsmond;1651;;
Warfhuizen;3427;;;De Marne;1663;;
Warfstermolen;3316;;;Kollumerland en Nieuwkruisland;0079;;
Warmenhuizen;3294;;;Harenkarspel;0395;;
Warmond;2005;;21-12-2011;Teylingen;1525;;
Warmond;3542;20-12-2011;;Teylingen;1525;;
Warns;1971;;;Nijefurd;0104;;01-01-2011
Warns;1971;;;Súdwest Fryslân;1900;01-01-2011;
Warnsveld;1396;;;Zutphen;0301;;
Warstiens;2540;;;Boarnsterhim;0055;;
Warten;2541;;;Boarnsterhim;0055;;
Waskemeer;1765;;;Ooststellingwerf;0085;;
Waspik;2598;;;Waalwijk;0867;;
Wassenaar;1821;;;Wassenaar;0629;;
Wateren;3126;;;Westerveld;1701;;
Watergang;1945;;;Waterland;0852;;
Waterhuizen;1022;;;Hoogezand-Sappemeer;0018;;
Wateringen;2664;;;Westland;1783;;
Waterlandkerkje;2963;;;Sluis;1714;;
Waverveen;1933;;07-02-2012;De Ronde Venen;0736;;
Waverveen;3551;07-02-2012;;De Ronde Venen;0736;;
Wedde;2236;;;Bellingwedde;0007;;
Weerselo;1417;;;Dinkelland;1774;;
Weert;1974;;;Weert;0988;;
Weesp;1012;;;Weesp;0457;;
Wehe-den Hoorn;3428;;;De Marne;1663;;
Wehl;3248;;;Doetinchem;0222;;
Wehl;3522;reservering;;Doetinchem;0222;;
Weidum;2032;;;Littenseradiel;0140;;
Weiteveen;2000;;;Emmen;0114;;
Wekerom;2771;;;Ede;0228;;
Well;1632;;;Maasdriel;0263;;
Well L;1124;;;Bergen (L);0893;;
Wellerlooi;1125;;;Bergen (L);0893;;
Welsum;1382;;;Olst-Wijhe;1773;;
Wemeldinge;1470;;;Kapelle;0678;;
Wenum Wiesel;2253;;;Apeldoorn;0200;;
Wergea;2539;;;Boarnsterhim;0055;;
Werkendam;2218;;;Werkendam;0870;;
Werkhoven;2605;;;Bunnik;0312;;
Wernhout;3491;;;Zundert;0879;;
Wervershoof;1106;;;Medemblik;0420;01-01-2011;
Wervershoof;1106;;;Wervershoof;0459;;01-01-2011
Wesepe;1381;;;Olst-Wijhe;1773;;
Wessem;1919;;;Maasgouw;1641;;
Westbeemster;2172;;;Beemster;0370;;
Westbroek;2939;;;De Bilt;0310;;
Westdorp;1802;;;Borger-Odoorn;1681;;
Westdorpe;1138;;;Terneuzen;0715;;
Westendorp;1575;;;Oude IJsselstreek;1509;;
Westerbeek;2086;;;Sint Anthonis;1702;;
Westerbork;3025;;;Midden-Drenthe;1731;;
Westerbroek;1023;;;Hoogezand-Sappemeer;0018;;
Westeremden;3455;;;Loppersum;0024;;
Westergeest;3317;;;Kollumerland en Nieuwkruisland;0079;;
Westerhaar-Vriezenveensewijk;3327;;;Twenterand;1700;;
Westerhoven;1460;;;Bergeijk;1724;;
Westerland;1490;;;Wieringen;0462;;01-01-2012
Westerland;1490;;;Hollands Kroon;1911;01-01-2012;
Westerlee;1900;;;Oldambt;1895;;
Westernieland;3429;;;De Marne;1663;;
Westervelde;1652;;;Noordenveld;1699;;
Westervoort;1936;;;Westervoort;0293;;
Westerwijtwerd;3456;;;Loppersum;0024;;
West-Graftdijk;1908;;;Graft-De Rijp;0365;;
Westhem;2424;;;Wymbritseradiel;0683;;01-01-2011
Westhem;2424;;;Súdwest Fryslân;1900;01-01-2011;
Westhoek;3329;;;het Bildt;0063;;
Westkapelle;2785;;;Veere;0717;;
Westknollendam;1881;;;Zaanstad;0479;;
Westmaas;2385;;;Binnenmaas;0585;;
West-Terschelling;2625;;;Terschelling;0093;;
Westwoud;1513;;;Drechterland;0498;;
Westzaan;1882;;;Zaanstad;0479;;
Wetering;2718;;;Steenwijkerland;1708;;
Weteringbrug;1606;;;Haarlemmermeer;0394;;
Wetsens;3413;;;Dongeradeel;0058;;
Wetsinge;2474;;;Winsum;0053;;
Weurt;2750;;;Beuningen;0209;;
Wezep;3073;;;Oldebroek;0269;;
Wezup;2166;;;Coevorden;0109;;
Wezuperbrug;2167;;;Coevorden;0109;;
Wichmond;1533;;;Bronckhorst;1876;;
Wier;2734;;;Menaldumadeel;0083;;01-01-2011
Wier;2734;;;Menameradiel;1908;01-01-2011;
Wierden;1087;;;Wierden;0189;;
Wieringerwaard;3187;;;Anna Paulowna;0366;;01-01-2012
Wieringerwaard;3187;;;Hollands Kroon;1911;01-01-2012;
Wieringerwerf;2436;;;Wieringermeer;0463;;01-01-2012
Wieringerwerf;2436;;;Hollands Kroon;1911;01-01-2012;
Wierum;3414;;;Dongeradeel;0058;;
Wijchen;2564;;;Wijchen;0296;;
Wijckel;1686;;;Gaasterlân-Sleat;0653;;
Wijdenes;1514;;;Drechterland;0498;;
Wijdewormer;2288;;;Wormerland;0880;;
Wijhe;1380;;;Olst-Wijhe;1773;;
Wijk aan Zee;2736;;;Beverwijk;0375;;
Wijk bij Duurstede;1302;;;Wijk bij Duurstede;0352;;
Wijk en Aalburg;1957;;;Aalburg;0738;;
Wijlre;1236;;;Gulpen-Wittem;1729;;
Wijnaldum;2893;;;Harlingen;0072;;
Wijnandsrade;2361;;;Nuth;0951;;
Wijnbergen;2212;;;Montferland;1955;;
Wijngaarden;1986;;;Graafstroom;0693;;
Wijnjewoude;3358;;;Opsterland;0086;;
Wijster;3026;;;Midden-Drenthe;1731;;
Wilbertoord;1979;;;Mill en Sint Hubert;0815;;
Wildervank;1241;;;Veendam;0047;;
Wilhelminadorp;1827;;;Goes;0664;;
Wilhelminaoord;3127;;;Westerveld;1701;;
Willemsoord;2719;;;Steenwijkerland;1708;;
Willemstad;1317;;;Moerdijk;1709;;
Wilnis;1931;;;De Ronde Venen;0736;;
Wilp;2613;;;Voorst;0285;;
Wilsum;2898;;;Kampen;0166;;
Winde;2920;;;Tynaarlo;1730;;
Windraak;2820;;;Sittard-Geleen;1883;;
Winkel;2521;;;Niedorp;0412;;01-01-2012
Winkel;2521;;;Hollands Kroon;1911;01-01-2012;
Winneweer;1836;;;Ten Boer;0009;;
Winschoten;1471;;;Oldambt;1895;;
Winssen;2753;;;Beuningen;0209;;
Winsum;2033;;;Littenseradiel;0140;;
Winsum;2475;;;Winsum;0053;;
Wintelre;2997;;;Eersel;0770;;
Winterswijk;1478;;;Winterswijk;0294;;
Winterswijk Brinkheurne;1486;;;Winterswijk;0294;;
Winterswijk Corle;1487;;;Winterswijk;0294;;
Winterswijk Henxel;1485;;;Winterswijk;0294;;
Winterswijk Huppel;1480;;;Winterswijk;0294;;
Winterswijk Kotten;1482;;;Winterswijk;0294;;
Winterswijk Meddo;1479;;;Winterswijk;0294;;
Winterswijk Miste;1484;;;Winterswijk;0294;;
Winterswijk Ratum;1481;;;Winterswijk;0294;;
Winterswijk Woold;1483;;;Winterswijk;0294;;
Wirdum;1205;;05-01-2012;Leeuwarden;0080;;
Wirdum;3457;;;Loppersum;0024;;
Wirdum;3545;05-01-2012;;Leeuwarden;0080;;
Wissenkerke;3191;;;Noord-Beveland;1695;;
Witharen;2556;;;Ommen;0175;;
Witmarsum;2325;;;Wûnseradiel;0710;;01-01-2011
Witmarsum;2325;;;Súdwest Fryslân;1900;01-01-2011;
Witte Paarden;2720;;;Steenwijkerland;1708;;
Wittelte;3128;;;Westerveld;1701;;
Wittem;1233;;;Gulpen-Wittem;1729;;
Witteveen;3027;;;Midden-Drenthe;1731;;
Wiuwert;2034;;;Littenseradiel;0140;;
Wjelsryp;2035;;;Littenseradiel;0140;;
Woensdrecht;1004;;;Woensdrecht;0873;;
Woerden;1071;;;Woerden;0632;;
Woerdense Verlaat;2669;;;Nieuwkoop;0569;;
Wognum;3158;;;Medemblik;0420;;
Woldendorp;3245;;;Delfzijl;0010;;
Wolfheze;2989;;;Renkum;0274;;
Wolphaartsdijk;1828;;;Goes;0664;;
Wolsum;2425;;;Wymbritseradiel;0683;;01-01-2011
Wolsum;2425;;;Súdwest Fryslân;1900;01-01-2011;
Woltersum;1833;;;Ten Boer;0009;;
Wolvega;1744;;;Weststellingwerf;0098;;
Wommels;2036;;;Littenseradiel;0140;;
Wons;2326;;;Wûnseradiel;0710;;01-01-2011
Wons;2326;;;Súdwest Fryslân;1900;01-01-2011;
Workum;1965;;;Nijefurd;0104;;01-01-2011
Workum;1965;;;Súdwest Fryslân;1900;01-01-2011;
Wormer;2287;;;Wormerland;0880;;
Wormerveer;1883;;;Zaanstad;0479;;
Woubrugge;3043;;;Kaag en Braassem;1884;;
Woudbloem;1361;;;Slochteren;0040;;
Woudenberg;2523;;;Woudenberg;0351;;
Woudrichem;3306;;;Woudrichem;0874;;
Woudsend;2426;;;Wymbritseradiel;0683;;01-01-2011
Woudsend;2426;;;Súdwest Fryslân;1900;01-01-2011;
Wouw;1589;;;Roosendaal;1674;;
Wouwse Plantage;1592;;;Roosendaal;1674;;
Wyns;2442;;;Tytsjerksteradiel;0737;;
Wytgaard;1206;;;Leeuwarden;0080;;
Yde;2921;;;Tynaarlo;1730;;
Yerseke;3467;;;Reimerswaal;0703;;
Ypecolsga;2427;;;Wymbritseradiel;0683;;01-01-2011
Ypecolsga;2427;;;Súdwest Fryslân;1900;01-01-2011;
Ysbrechtum;2864;;;Sneek;0091;;01-01-2011
Ysbrechtum;2864;;01-01-2011;Súdwest Fryslân;1900;01-01-2011;
Ysbrechtum;3507;01-01-2011;;Súdwest Fryslân;1900;;
Ysselsteyn;2338;;;Venray;0984;;
Zaamslag;1139;;;Terneuzen;0715;;
Zaandam;1884;;;Zaanstad;0479;;
Zaandijk;1885;;;Zaanstad;0479;;
Zalk;2897;;;Kampen;0166;;
Zaltbommel;2636;;;Zaltbommel;0297;;
Zandberg;1803;;;Borger-Odoorn;1681;;
Zandeweer;3487;;;Eemsmond;1651;;
Zandhuizen;1745;;;Weststellingwerf;0098;;
Zandpol;2001;;;Emmen;0114;;
Zandvoort;1305;;;Zandvoort;0473;;
Zeddam;2213;;;Montferland;1955;;
Zeegse;2922;;;Tynaarlo;1730;;
Zeeland;1850;;;Landerd;1685;;
Zeerijp;3459;;;Loppersum;0024;;
Zeewolde;1075;;;Zeewolde;0050;;
Zegge;2585;;;Rucphen;0840;;
Zegveld;1074;;;Woerden;0632;;
Zeijen;2923;;;Tynaarlo;1730;;
Zeijerveen;2396;;;Assen;0106;;
Zeijerveld;2397;;;Assen;0106;;
Zeist;2821;;;Zeist;0355;;
Zelhem;1524;;;Bronckhorst;1876;;
Zenderen;2051;;;Borne;0147;;
Zennewijnen;2558;;;Tiel;0281;;
Zennewijnen;3369;;;Neerijnen;0304;;
Zetten;1873;;;Overbetuwe;1734;;
Zevenaar;1297;;;Zevenaar;0299;;
Zevenbergen;1323;;;Moerdijk;1709;;
Zevenbergschen Hoek;1327;;;Moerdijk;1709;;
Zevenbergschen Hoek;2580;;;Drimmelen;1719;;
Zevenhoven;2671;;;Nieuwkoop;0569;;
Zevenhuizen;1213;;;Zuidplas;1892;;
Zevenhuizen;2346;;;Leek;0022;;
Zierikzee;2689;;;Schouwen-Duiveland;1676;;
Zieuwent;2229;;;Oost Gelre;1586;;
Zijderveld;2844;;;Vianen;0620;;
Zijdewind;2522;;;Niedorp;0412;;01-01-2012
Zijdewind;2522;;;Hollands Kroon;1911;01-01-2012;
Zijldijk;3460;;;Loppersum;0024;;
Zoelen;3384;;;Buren;0214;;
Zoelmond;3385;;;Buren;0214;;
Zoetermeer;2293;;;Zoetermeer;0637;;
Zoeterwoude;2644;;;Zoeterwoude;0638;;
Zonnemaire;2690;;;Schouwen-Duiveland;1676;;
Zorgvlied;3129;;;Westerveld;1701;;
Zoutelande;2786;;;Veere;0717;;
Zoutkamp;3430;;;De Marne;1663;;
Zuid-Beijerland;2889;;;Korendijk;0588;;
Zuidbroek;2280;;;Menterwolde;1987;;
Zuiddorpe;1140;;;Terneuzen;0715;;
Zuidermeer;1192;;;Koggenland;1598;;
Zuiderwoude;1948;;;Waterland;0852;;
Zuidhorn;2128;;;Zuidhorn;0056;;
Zuidlaarderveen;2925;;;Tynaarlo;1730;;
Zuidland;1390;;;Bernisse;0568;;
Zuidlaren;2913;;;Tynaarlo;1730;;
Zuidoostbeemster;2173;;;Beemster;0370;;
Zuid-Scharwoude;1117;;;Langedijk;0416;;
Zuidschermer;1892;;;Schermer;0458;;
Zuidveen;2721;;;Steenwijkerland;1708;;
Zuidveld;3028;;;Midden-Drenthe;1731;;
Zuidvelde;1653;;;Noordenveld;1699;;
Zuidwolde;2832;;;Bedum;0005;;
Zuidwolde;3172;;;De Wolden;1690;;
Zuidzande;2972;;;Sluis;1714;;
Zuilichem;2637;;;Zaltbommel;0297;;
Zuna;1091;;;Wierden;0189;;
Zundert;3489;;;Zundert;0879;;
Zurich;2327;;;Wûnseradiel;0710;;01-01-2011
Zurich;2327;;;Súdwest Fryslân;1900;01-01-2011;
Zutphen;1395;;;Zutphen;0301;;
Zuurdijk;3431;;;De Marne;1663;;
Zwaag;2463;;;Hoorn;0405;;
Zwaagdijk;1107;;;Medemblik;0420;01-01-2011;
Zwaagdijk;1107;;;Wervershoof;0459;;01-01-2011
Zwaagdijk;3159;;;Medemblik;0420;;
Zwaanshoek;1611;;;Haarlemmermeer;0394;;
Zwagerbosch;3318;;;Kollumerland en Nieuwkruisland;0079;;
Zwammerdam;1081;;;Alphen aan den Rijn;0484;;
Zwanenburg;1614;;;Haarlemmermeer;0394;;
Zwartebroek;1060;;;Barneveld;0203;;
Zwartemeer;2002;;;Emmen;0114;;
Zwartewaal;2370;;;Brielle;0501;;
Zwartsluis;2201;;;Zwartewaterland;1896;;
Zweeloo;2168;;;Coevorden;0109;;
Zweins;1367;;;Franekeradeel;0070;;
Zwiggelte;3029;;;Midden-Drenthe;1731;;
Zwijndrecht;2399;;;Zwijndrecht;0642;;
Zwinderen;2169;;;Coevorden;0109;;
Zwolle;1182;;;Zwolle;0193;;
